wochentag_uhrzeit,Bus_1,Bus_2,Bus_3,Bus_4,Bus_5,Bus_6,Bus_7,Bus_8,Bus_9,Bus_10,Bus_11,Bus_12,Bus_13,Bus_14,Bus_15,Bus_16,Bus_17,Bus_18,Bus_19
So 04:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 04:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 05:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 05:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 05:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 05:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 06:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 06:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 06:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 06:45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 07:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 07:15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 07:30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
So 07:45,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 08:00,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
So 08:15,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
So 08:30,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
So 08:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
So 09:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 09:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 09:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 09:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 10:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 10:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 10:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 10:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 11:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 11:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 11:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 11:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 12:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 12:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 12:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 12:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 13:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 13:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 13:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 13:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 14:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 14:15,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
So 14:30,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
So 14:45,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
So 15:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 15:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 15:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 15:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 16:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 16:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 16:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 16:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 17:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 17:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 17:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 17:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 18:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 18:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 18:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 18:45,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 19:00,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 19:15,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 19:30,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
So 19:45,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
So 20:00,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
So 20:15,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 20:30,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 20:45,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 21:00,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 21:15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 21:30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 21:45,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 22:00,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 22:15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 22:30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 22:45,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 23:00,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 23:15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 23:30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
So 23:45,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
