elektrische Last,Wärmelast
0.415348173,3.195481902
0.368503682,3.359873436
0.326822032,3.621604586
0.409427484,3.782511344
0.584679878,3.728218663
0.726681682,3.560867144
0.460629602,3.405538878
0.410185332,3.275418294
0.245874372,3.171967543
0.37854517,3.130207249
1.217909405,3.08346192
0.659896311,3.048803885
0.929500804,3.043817335
0.479291614,3.176658274
1.09385913,3.304366723
1.43725909,3.478380257
0.992354838,3.467965095
0.905012834,3.51412121
0.37897146,3.427729174
0.251084578,3.303318196
0.383897473,3.196113086
0.460155947,3.138041023
0.373334964,3.114479479
0.536414421,3.153090515
0.24663222,3.195481902
0.300818366,3.359873436
0.426715896,3.621604586
0.13792837,3.782511344
0.329000845,3.728218663
0.741459722,3.560867144
0.912401854,3.405538878
1.523416956,3.275418294
0.457124555,3.171967543
0.523957292,3.130207249
0.400996423,3.08346192
0.892697801,3.048803885
0.607462689,3.043817335
1.011348408,3.176658274
1.125073002,3.304366723
1.648840832,3.478380257
1.441711449,3.467965095
0.81165541,3.51412121
0.394981003,3.427729174
0.327011494,3.303318196
0.510126562,3.196113086
0.414779787,3.138041023
0.628256149,3.114479479
0.341315878,3.153090515
0.34984167,3.195481902
0.527935995,3.359873436
0.545319138,3.621604586
0.534046146,3.782511344
0.778452187,3.728218663
0.587758636,3.560867144
0.337763465,3.405538878
0.577527686,3.275418294
0.502453349,3.171967543
1.124220423,3.130207249
0.746764659,3.08346192
0.51689983,3.048803885
0.461766375,3.043817335
0.488906813,3.176658274
0.678416226,3.304366723
1.057103493,3.478380257
1.151645054,3.467965095
2.010808073,3.51412121
1.020632049,3.427729174
0.625035294,3.303318196
0.583401009,3.196113086
0.648765415,3.138041023
0.333263741,3.114479479
0.380108232,3.153090515
0.308917868,3.195481902
0.421458324,3.359873436
0.284808823,3.621604586
0.416863869,3.782511344
0.210208141,3.728218663
0.380723984,3.560867144
0.686799921,3.405538878
0.537740656,3.275418294
0.526799222,3.171967543
1.040715026,3.130207249
0.597705394,3.08346192
